,0,1,2,3,4,5
2715,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_127.jpg,1,179,42,139,32
2716,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_128.jpg,1,222,65,160,8
2717,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_129.jpg,1,143,79,129,28
2718,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_13.jpg,1,190,114,94,49
2719,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_130.jpg,1,181,92,129,24
2720,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_131.jpg,1,164,86,88,23
2721,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_132.jpg,1,152,93,145,42
2722,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_133.jpg,1,172,27,189,0
2723,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_135.jpg,1,148,102,110,47
2724,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_136.jpg,1,60,23,116,64
2725,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_137.jpg,1,164,66,139,0
2726,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_139.jpg,1,161,40,209,7
2727,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_14.jpg,1,187,95,107,0
2728,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_140.jpg,1,178,52,204,0
2729,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_142.jpg,1,113,57,99,59
2730,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_143.jpg,1,142,62,146,4
2731,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_144.jpg,1,135,22,93,7
2732,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_145.jpg,1,161,80,109,35
2733,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_146.jpg,1,104,27,77,29
2734,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_147.jpg,1,176,100,129,24
2735,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_148.jpg,1,150,77,162,23
2736,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_149.jpg,1,197,67,163,0
2737,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_150.jpg,1,142,76,150,45
2738,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_151.jpg,1,112,0,182,10
2739,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_152.jpg,1,186,71,178,4
2740,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_153.jpg,1,171,48,216,23
2741,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_154.jpg,1,184,128,68,19
2742,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_155.jpg,1,136,28,129,47
2743,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_156.jpg,1,169,71,155,27
2744,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_157.jpg,1,198,91,90,13
2745,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_158.jpg,1,197,111,174,45
2746,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_159.jpg,1,133,50,150,40
2747,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_16.jpg,1,213,157,104,20
2748,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_160.jpg,1,168,52,135,32
2749,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_161.jpg,1,217,147,195,140
2750,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_162.jpg,1,219,49,149,20
2751,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_164.jpg,1,125,43,157,40
2752,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_165.jpg,1,149,95,99,15
2753,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_166.jpg,1,160,100,73,28
2754,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_168.jpg,1,101,34,103,53
2755,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_169.jpg,1,108,57,122,25
2756,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_17.jpg,1,143,9,164,0
2757,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_170.jpg,1,84,38,115,49
2758,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_171.jpg,1,172,78,151,8
2759,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_172.jpg,1,157,100,125,82
2760,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_173.jpg,1,197,87,182,18
2761,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_174.jpg,1,132,91,110,41
2762,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_175.jpg,1,162,74,124,21
2763,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_176.jpg,1,128,60,144,44
2764,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_177.jpg,1,92,48,86,10
2765,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_178.jpg,1,196,101,87,11
2766,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_179.jpg,1,142,54,169,38
2767,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_18.jpg,1,145,66,130,9
2768,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_180.jpg,1,174,83,157,5
2769,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_181.jpg,1,128,49,118,4
2770,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_182.jpg,1,188,82,159,2
2771,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_183.jpg,1,108,41,174,61
2772,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_184.jpg,1,189,151,118,64
2773,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_185.jpg,1,193,44,124,3
2774,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_186.jpg,1,164,52,114,26
2775,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_187.jpg,1,193,136,120,22
2776,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_188.jpg,1,83,57,113,68
2777,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_19.jpg,1,207,14,170,19
2778,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_191.jpg,1,193,24,139,6
2779,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_192.jpg,1,179,44,117,23
2780,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_193.jpg,1,148,78,93,35
2781,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_194.jpg,1,109,57,129,53
2782,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_195.jpg,1,166,68,112,42
2783,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_196.jpg,1,202,10,136,4
2784,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_197.jpg,1,193,133,116,40
2785,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_198.jpg,1,169,89,150,22
2786,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_199.jpg,1,166,67,195,1
2787,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Russian_Blue_200.jpg,1,122,103,117,89
2788,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_10.jpg,0,169,44,192,44
2789,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_100.jpg,0,136,47,157,53
2790,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_101.jpg,0,112,41,101,23
2791,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_102.jpg,0,156,73,166,5
2792,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_103.jpg,0,179,73,175,6
2793,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_104.jpg,0,112,32,144,90
2794,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_105.jpg,0,204,71,213,105
2795,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_106.jpg,0,114,60,123,57
2796,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_107.jpg,0,139,84,104,28
2797,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_108.jpg,0,141,98,119,60
2798,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_109.jpg,0,115,73,115,64
2799,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_11.jpg,0,137,20,71,8
2800,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_110.jpg,0,158,68,122,8
2801,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_111.jpg,0,122,81,89,49
2802,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_112.jpg,0,192,43,118,25
2803,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_113.jpg,0,186,85,90,35
2804,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_114.jpg,0,173,102,110,28
2805,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_115.jpg,0,123,85,89,31
2806,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_116.jpg,0,172,35,212,5
2807,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_117.jpg,0,206,62,133,12
2808,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_118.jpg,0,117,20,125,38
2809,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_119.jpg,0,124,90,107,64
2810,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_12.jpg,0,169,56,159,14
2811,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_120.jpg,0,94,66,129,92
2812,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_121.jpg,0,166,59,77,4
2813,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_122.jpg,0,167,50,175,9
2814,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_123.jpg,0,114,86,127,90
2815,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_124.jpg,0,103,48,134,54
2816,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_125.jpg,0,197,48,158,34
2817,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_126.jpg,0,153,73,173,65
2818,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_127.jpg,0,172,59,185,18
2819,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_128.jpg,0,120,47,161,74
2820,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_129.jpg,0,126,107,117,93
2821,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_13.jpg,0,151,80,121,27
2822,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_130.jpg,0,211,0,178,14
2823,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_131.jpg,0,94,29,133,37
2824,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_132.jpg,0,176,112,139,63
2825,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_133.jpg,0,158,57,161,50
2826,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_134.jpg,0,149,57,93,32
2827,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_135.jpg,0,170,124,117,41
2828,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_136.jpg,0,121,50,119,71
2829,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_137.jpg,0,180,12,213,20
2830,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_138.jpg,0,156,99,101,38
2831,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_139.jpg,0,126,63,107,72
2832,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_14.jpg,0,102,45,109,52
2833,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_140.jpg,0,106,31,112,49
2834,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_141.jpg,0,85,34,156,88
2835,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_142.jpg,0,134,43,213,100
2836,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_143.jpg,0,181,96,116,69
2837,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_144.jpg,0,165,81,124,19
2838,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_145.jpg,0,159,118,89,31
2839,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_146.jpg,0,68,21,89,37
2840,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_147.jpg,0,188,55,215,42
2841,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_148.jpg,0,175,37,203,22
2842,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_149.jpg,0,150,17,144,16
2843,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_150.jpg,0,131,100,113,75
2844,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_151.jpg,0,157,57,129,36
2845,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_152.jpg,0,118,49,170,61
2846,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_153.jpg,0,150,71,165,40
2847,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_154.jpg,0,186,123,163,132
2848,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_155.jpg,0,210,85,139,16
2849,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_156.jpg,0,124,83,117,65
2850,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_157.jpg,0,188,102,130,77
2851,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_158.jpg,0,223,107,126,60
2852,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_159.jpg,0,185,51,194,63
2853,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_16.jpg,0,88,48,161,118
2854,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_160.jpg,0,152,38,104,24
2855,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_161.jpg,0,152,64,160,88
2856,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_162.jpg,0,142,17,112,21
2857,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_163.jpg,0,157,87,132,32
2858,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_164.jpg,0,178,25,180,16
2859,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_165.jpg,0,162,73,138,45
2860,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_166.jpg,0,157,93,172,87
2861,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_167.jpg,0,143,66,169,69
2862,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_168.jpg,0,171,20,140,25
2863,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_169.jpg,0,197,105,161,39
2864,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_17.jpg,0,172,63,139,13
2865,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_170.jpg,0,163,70,130,71
2866,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_171.jpg,0,122,19,104,12
2867,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_172.jpg,0,194,32,220,12
2868,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_173.jpg,0,183,60,186,41
2869,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_174.jpg,0,189,79,188,24
2870,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_175.jpg,0,73,39,81,31
2871,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_176.jpg,0,85,50,79,34
2872,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_177.jpg,0,103,69,132,78
2873,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_178.jpg,0,216,56,169,16
2874,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_179.jpg,0,151,80,116,71
2875,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_18.jpg,0,197,23,201,0
2876,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_180.jpg,0,172,121,99,37
2877,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_181.jpg,0,167,60,172,15
2878,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_182.jpg,0,70,34,135,86
2879,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_183.jpg,0,77,29,96,28
2880,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_184.jpg,0,84,37,149,78
2881,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_185.jpg,0,109,36,107,74
2882,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_186.jpg,0,109,46,132,41
2883,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_187.jpg,0,138,20,119,39
2884,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_188.jpg,0,150,40,119,65
2885,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_189.jpg,0,164,65,104,48
2886,C:\Users\mayank\Documents\Datasets\single_object_detection\images\saint_bernard_190.jpg,0,142,69,195,134
2887,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_100.jpg,0,154,60,203,0
2888,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_101.jpg,0,99,76,94,51
2889,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_102.jpg,0,74,40,100,46
2890,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_103.jpg,0,142,57,181,22
2891,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_104.jpg,0,143,83,120,12
2892,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_105.jpg,0,173,94,134,6
2893,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_106.jpg,0,145,80,104,34
2894,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_107.jpg,0,150,59,157,6
2895,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_108.jpg,0,141,59,113,40
2896,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_109.jpg,0,112,56,156,37
2897,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_11.jpg,0,164,47,100,18
2898,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_110.jpg,0,140,61,195,29
2899,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_111.jpg,0,130,75,136,19
2900,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_112.jpg,0,151,48,211,7
2901,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_113.jpg,0,135,99,111,44
2902,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_114.jpg,0,105,78,118,66
2903,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_115.jpg,0,117,79,138,50
2904,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_116.jpg,0,138,106,119,70
2905,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_117.jpg,0,151,56,69,3
2906,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_118.jpg,0,94,66,131,76
2907,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_119.jpg,0,123,73,158,43
2908,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_12.jpg,0,142,64,99,21
2909,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_120.jpg,0,152,95,80,26
2910,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_121.jpg,0,152,78,149,1
2911,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_122.jpg,0,108,85,109,64
2912,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_123.jpg,0,169,119,155,62
2913,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_124.jpg,0,173,73,178,5
2914,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_125.jpg,0,154,25,173,18
2915,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_126.jpg,0,150,42,206,46
2916,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_127.jpg,0,109,53,92,1
2917,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_128.jpg,0,152,35,119,0
2918,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_129.jpg,0,176,26,143,9
2919,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_13.jpg,0,210,94,90,5
2920,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_130.jpg,0,176,99,193,72
2921,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_131.jpg,0,162,57,135,4
2922,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_132.jpg,0,211,42,141,13
2923,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_133.jpg,0,178,94,160,6
2924,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_134.jpg,0,164,51,93,10
2925,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_135.jpg,0,137,66,169,50
2926,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_136.jpg,0,164,131,118,70
2927,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_137.jpg,0,137,55,94,15
2928,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_138.jpg,0,123,59,142,38
2929,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_139.jpg,0,90,32,99,26
2930,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_14.jpg,0,113,46,160,60
2931,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_140.jpg,0,103,57,102,40
2932,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_141.jpg,0,65,38,125,79
2933,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_142.jpg,0,149,91,159,64
2934,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_143.jpg,0,112,77,81,24
2935,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_144.jpg,0,141,88,103,39
2936,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_145.jpg,0,162,92,101,14
2937,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_146.jpg,0,91,29,107,11
2938,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_147.jpg,0,97,54,118,32
2939,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_148.jpg,0,175,111,120,28
2940,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_149.jpg,0,139,104,141,74
2941,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_15.jpg,0,174,79,125,25
2942,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_150.jpg,0,154,107,119,54
2943,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_151.jpg,0,133,53,138,38
2944,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_152.jpg,0,173,53,92,0
2945,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_153.jpg,0,191,48,160,0
2946,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_154.jpg,0,126,97,102,45
2947,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_155.jpg,0,113,83,85,26
2948,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_156.jpg,0,128,53,157,0
2949,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_157.jpg,0,100,65,116,56
2950,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_158.jpg,0,97,60,91,20
2951,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_159.jpg,0,124,84,115,29
2952,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_16.jpg,0,197,74,114,9
2953,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_160.jpg,0,190,159,96,24
2954,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_161.jpg,0,158,127,67,7
2955,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_162.jpg,0,138,104,102,37
2956,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_163.jpg,0,159,122,119,39
2957,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_164.jpg,0,134,103,86,24
2958,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_165.jpg,0,185,57,127,56
2959,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_166.jpg,0,142,102,108,26
2960,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_167.jpg,0,139,56,154,33
2961,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_168.jpg,0,133,63,77,18
2962,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_169.jpg,0,151,87,196,29
2963,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_17.jpg,0,144,65,123,14
2964,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_170.jpg,0,149,123,98,49
2965,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_171.jpg,0,110,56,168,62
2966,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_172.jpg,0,142,68,184,19
2967,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_173.jpg,0,123,84,131,40
2968,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_174.jpg,0,168,113,126,40
2969,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_175.jpg,0,128,96,124,46
2970,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_176.jpg,0,193,160,116,54
2971,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_177.jpg,0,145,117,132,71
2972,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_178.jpg,0,122,91,100,26
2973,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_179.jpg,0,129,96,133,48
2974,C:\Users\mayank\Documents\Datasets\single_object_detection\images\samoyed_18.jpg,0,103,43,141,11
